id,status,created_by,created_on,modified_by,modified_on,order_num,territorycode,territorylevel,territoryname,territory_pinyin,territorysort,x_wgs84,y_wgs84,territoryparentid
1766,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360429,4,湖口县,HKX,0,116.220266,29.73944,187
1767,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360430,4,彭泽县,PZX,0,116.549359,29.896061,187
1768,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360481,4,瑞昌市,RCS,0,115.681504,29.673795,187
1769,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360499,4,共青城,GQC,0,115.774,29.2417,187
1770,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360502,4,渝水区,YSQ,0,114.944574,27.80038,188
1771,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360521,4,分宜县,FYX,0,114.692039,27.814628,188
1772,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360602,4,月湖区,YHQ,0,117.036676,28.238797,189
1773,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360622,4,余江县,YJX,0,116.818871,28.204174,189
1774,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360681,4,贵溪市,GXS,0,117.245497,28.292519,189
1775,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360702,4,章贡区,ZGQ,0,114.941826,25.862827,190
1776,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360721,4,赣县,GX,0,115.011561,25.860691,190
1777,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360722,4,信丰县,XFX,0,114.922963,25.386278,190
1778,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360723,4,大余县,DYX,0,114.362094,25.401283,190
1779,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360724,4,上犹县,SYX,0,114.551371,25.784978,190
1780,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360725,4,崇义县,CYX,0,114.308273,25.681879,190
1781,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360726,4,安远县,AYX,0,115.393922,25.136925,190
1782,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360727,4,龙南县,LNX,0,114.789811,24.911107,190
1783,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360728,4,定南县,DNX,0,115.027845,24.78441,190
1784,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360729,4,全南县,QNX,0,114.530125,24.742401,190
1785,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360730,4,宁都县,NDX,0,116.009472,26.470116,190
1786,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360731,4,于都县,YDX,0,115.41551,25.952066,190
1787,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360732,4,兴国县,XGX,0,115.36319,26.337937,190
1788,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360733,4,会昌县,HCX,0,115.786057,25.600272,190
1789,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360734,4,寻乌县,YWX,0,115.646525,24.963322,190
1790,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360735,4,石城县,SCX,0,116.354201,26.32686,190
1791,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360781,4,瑞金市,RJS,0,116.02713,25.885561,190
1792,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360782,4,南康市,NKS,0,114.765238,25.661356,190
1793,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360802,4,吉州区,JZQ,0,114.994307,27.129975,191
1794,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360803,4,青原区,QYQ,0,115.01424,27.081719,191
1795,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360821,4,吉安县,JAX,0,114.907659,27.040142,191
1796,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360822,4,吉水县,JSX,0,115.135507,27.229632,191
1797,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360823,4,峡江县,XJX,0,115.316566,27.582901,191
1798,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360824,4,新干县,XGX,0,115.393043,27.740809,191
1799,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360825,4,永丰县,YFX,0,115.441477,27.317869,191
18,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,15,2,山东省,SDS,0,117.020411,36.668627,1
1800,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360826,4,泰和县,THX,0,114.908861,26.790231,191
1801,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360827,4,遂川县,SCX,0,114.52098,26.311894,191
1802,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360828,4,万安县,WAX,0,114.786256,26.458257,191
1803,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360829,4,安福县,AFX,0,114.619893,27.392874,191
1804,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360830,4,永新县,YXX,0,114.242675,26.945233,191
1805,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360881,4,井冈山市,JGSS,0,114.289182,26.748186,191
1806,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360902,4,袁州区,YZQ,0,114.424657,27.798846,192
1807,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360921,4,奉新县,FXX,0,115.384904,28.700806,192
1808,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360922,4,万载县,WZX,0,114.447551,28.10455,192
1809,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360923,4,上高县,SGX,0,114.924494,28.232827,192
1810,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360924,4,宜丰县,YFX,0,114.803542,28.393613,192
1811,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360925,4,靖安县,JAX,0,115.362629,28.861475,192
1812,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360926,4,铜鼓县,TGX,0,114.37098,28.520747,192
1813,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360981,4,丰城市,FCS,0,115.771195,28.159325,192
1814,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360982,4,樟树市,ZSS,0,115.546063,28.055796,192
1815,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360983,4,高安市,GAS,0,115.375618,28.417261,192
1816,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361002,4,临川区,LCQ,0,116.31136,27.934529,193
1817,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361021,4,南城县,NCX,0,116.644658,27.552748,193
1818,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361022,4,黎川县,LCX,0,116.907508,27.282382,193
1819,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361023,4,南丰县,NFX,0,116.525725,27.218445,193
1820,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361024,4,崇仁县,CRX,0,116.061164,27.764681,193
1821,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361025,4,乐安县,LAX,0,115.837895,27.420441,193
1822,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361026,4,宜黄县,YHX,0,116.222128,27.546146,193
1823,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361027,4,金溪县,JXX,0,116.775435,27.908337,193
1824,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361028,4,资溪县,ZXX,0,117.060264,27.706102,193
1825,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361029,4,东乡县,DXX,0,116.590465,28.236118,193
1826,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361030,4,广昌县,GCX,0,116.325757,26.837267,193
1827,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361102,4,信州区,XZQ,0,117.966823,28.43121,194
1828,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361121,4,上饶县,SRX,0,117.90785,28.448983,194
1829,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361122,4,广丰县,GFX,0,118.19124,28.436286,194
1830,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361123,4,玉山县,YSX,0,118.245124,28.682055,194
1831,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361124,4,铅山县,QSX,0,117.709451,28.315217,194
1832,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361125,4,横峰县,HFX,0,117.596452,28.407118,194
1833,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361126,4,弋阳县,YYX,0,117.449588,28.378044,194
1834,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361127,4,余干县,YGX,0,116.695647,28.702302,194
1835,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361128,4,鄱阳县,PYX,0,116.699746,29.011699,194
1836,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361129,4,万年县,WNX,0,117.058445,28.694582,194
1837,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361130,4,婺源县,WYX,0,117.861911,29.2480249,194
1838,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361181,4,德兴市,DXS,0,117.578713,28.946464,194
1839,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,370102,4,历下区,LXQ,0,117.07653,36.666344,195
184,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360100,3,南昌市,NCS,0,115.858089,28.68316,17
1840,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,370103,4,市中区,SZQ,0,116.997475,36.6511749,195
1841,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,370104,4,槐荫区,HYQ,0,116.90113,36.651301,195
1842,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,370105,4,天桥区,TQQ,0,116.987492,36.678016,195
1843,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,370112,4,历城区,LCQ,0,117.065222,36.680171,195
185,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360200,3,景德镇市,JDZS,0,117.17842,29.268836,17
186,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360300,3,萍乡市,PXS,0,113.854676,27.622865,17
187,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360400,3,九江市,JJS,0,116.001951,29.705103,17
188,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360500,3,新余市,XYS,0,114.91741,27.817819,17
189,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360600,3,鹰潭市,YTS,0,117.069202,28.260189,17
19,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,17,2,湖北省,HBS,0,114.341921,30.545861,1
190,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360700,3,赣州市,GZS,0,114.935025,25.831925,17
191,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360800,3,吉安市,JAS,0,114.992912,27.113039,17
192,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,360900,3,宜春市,YCS,0,114.416778,27.815619,17
193,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361000,3,抚州市,FZS,0,116.358176,27.9492,17
194,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,361100,3,上饶市,SRS,0,117.943433,28.454863,17
195,0,arrym,2016-04-03 0:00,arrym,2016-04-03 0:00,1,370100,3,济南市,JNS,0,116.994917,36.665282,18
