id,status,created_by,created_on,modified_by,modified_on,order_num,operationcode,operationicon,operationname,functionid,iconid
402881e44648134a0146482093940049,0,arrym,2016/4/3 0:00,arrym,2016/4/3 0:00,1,add,,ÐÂÔö,4028d881436d514601436d52154d002d,4028d881436d514601436d5214650000
402881e44648134a0146482152c2004b,0,arrym,2016/4/3 0:00,arrym,2016/4/3 0:00,1,edit,,±à¼­,4028d881436d514601436d52154d002d,4028d881436d514601436d5214650000
4028d881436d514601436d5216730069,0,arrym,2016/4/3 0:00,arrym,2016/4/3 0:00,1,add,,Â¼Èë,4028d881436d514601436d521549002c,4028d881436d514601436d5214650000
4028d881436d514601436d521678006a,0,arrym,2016/4/3 0:00,arrym,2016/4/3 0:00,1,edit,,±à¼­,4028d881436d514601436d521549002c,4028d881436d514601436d5214650000
4028d881436d514601436d52167c006b,0,arrym,2016/4/3 0:00,arrym,2016/4/3 0:00,1,del,,É¾³ý,4028d881436d514601436d521549002c,4028d881436d514601436d5214650000
4028d881436d514601436d52167f006c,0,arrym,2016/4/3 0:00,arrym,2016/4/3 0:00,1,szqm,,ÉóºË,4028d881436d514601436d521549002c,4028d881436d514601436d5214650000
